Unidade Geográfica;Tema;Nome Indicador + Unidade de Medida ;Ano;Abrangência Geografica;Botao;Redefinir;Nome Curto Indicador;Rede Grupo;regiao_metropolitana;regiao_planejamento;TipoRede;Fonte;regionalizado;Unidade Medida;Valor;valor_adicional1;valor_adicional2
Parambu;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Parambu;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;41;;
Quiterianópolis;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Quiterianópolis;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Tauá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2015;Tauá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;371;;
Aiuaba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2016;Aiuaba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Arneiroz;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2016;Arneiroz;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;10;;
Parambu;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2016;Parambu;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;37;;
Quiterianópolis;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2016;Quiterianópolis;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Tauá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2016;Tauá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2345;;
Aiuaba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Aiuaba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
Arneiroz;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Arneiroz;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Parambu;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Parambu;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;24;;
Quiterianópolis;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Quiterianópolis;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Tauá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2017;Tauá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;76;;
Aiuaba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2018;Aiuaba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Arneiroz;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2018;Arneiroz;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Parambu;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2018;Parambu;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Quiterianópolis;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2018;Quiterianópolis;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Tauá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2018;Tauá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Aiuaba;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2019;Aiuaba;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Arneiroz;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2019;Arneiroz;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Parambu;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2019;Parambu;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Quiterianópolis;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2019;Quiterianópolis;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Tauá;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2019;Tauá;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Sertão dos Inhamuns;Verdadeiro; Secretaria da Saúde (SESA).;sim;;19;;
Alto Santo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Alto Santo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Ererê;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Ererê;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Iracema;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Iracema;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Jaguaretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Jaguaretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Jaguaribara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Jaguaribara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Limoeiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Limoeiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Morada Nova;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Morada Nova;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;130;;
Palhano;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Palhano;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;26;;
Pereiro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Pereiro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Potiretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Potiretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Quixeré;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Quixeré;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Russas;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Russas;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;185;;
São João do Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;São João do Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Tabuleiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2001;Tabuleiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Alto Santo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Alto Santo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
Ererê;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Ererê;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Iracema;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Iracema;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Jaguaretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Jaguaretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Jaguaribara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Jaguaribara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;7;;
Limoeiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Limoeiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;21;;
Morada Nova;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Morada Nova;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;61;;
Palhano;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Palhano;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;7;;
Pereiro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Pereiro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;7;;
Potiretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Potiretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Quixeré;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Quixeré;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;53;;
Russas;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Russas;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;622;;
São João do Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;São João do Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Tabuleiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2002;Tabuleiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Alto Santo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Alto Santo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;29;;
Ererê;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Ererê;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Iracema;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Iracema;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;6;;
Jaguaretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Jaguaretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;9;;
Jaguaribara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Jaguaribara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;15;;
Limoeiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Limoeiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;653;;
Morada Nova;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Morada Nova;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;70;;
Palhano;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Palhano;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Pereiro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Pereiro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;8;;
Potiretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Potiretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;14;;
Quixeré;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Quixeré;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;113;;
Russas;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Russas;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;503;;
São João do Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;São João do Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
Tabuleiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2003;Tabuleiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;25;;
Alto Santo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Alto Santo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Ererê;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Ererê;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Iracema;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Iracema;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Jaguaretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Jaguaretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Jaguaribara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Jaguaribara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;2;;
Limoeiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Limoeiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Morada Nova;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Morada Nova;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;4;;
Palhano;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Palhano;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Pereiro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Pereiro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;9;;
Potiretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Potiretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Quixeré;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Quixeré;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Russas;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Russas;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;375;;
São João do Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;São João do Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Tabuleiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2004;Tabuleiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Alto Santo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Alto Santo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;62;;
Ererê;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Ererê;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;6;;
Iracema;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Iracema;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Jaguaretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Jaguaretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Jaguaribara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Jaguaribara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;5;;
Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;56;;
Limoeiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Limoeiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;25;;
Morada Nova;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Morada Nova;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;14;;
Palhano;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Palhano;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Pereiro;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Pereiro;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;6;;
Potiretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Potiretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;205;;
Quixeré;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Quixeré;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;45;;
Russas;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Russas;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;579;;
São João do Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;São João do Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;1;;
Tabuleiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2005;Tabuleiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;5;;
Alto Santo;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Alto Santo;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Ererê;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Ererê;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Iracema;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Iracema;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
Jaguaretama;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Jaguaretama;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Jaguaribara;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Jaguaribara;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;3;;
Jaguaribe;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Jaguaribe;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;15;;
Limoeiro do Norte;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Limoeiro do Norte;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;18;;
Morada Nova;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Morada Nova;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;10;;
Palhano;Vigilãncia epidemiológica;Casos de DNC - Dengue ;2006;Palhano;Botao;redefinir;Casos de DNC - Dengue;Municípios;Municípios não Metropolitanos;Vale do Jaguaribe;Verdadeiro; Secretaria da Saúde (SESA).;sim;;;;
